,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,paid_off,#_of_pastdues,no_loan,target
0,1,1,1,0,112500.0,0,0,0,0,58.832876712328776,3.106849315068493,16,2,1,1,1,0
1,0,0,1,0,270000.0,0,0,1,0,52.35616438356164,8.35890410958904,14,1,0,1,1,0
2,0,0,1,0,270000.0,0,0,1,0,52.35616438356164,8.35890410958904,14,1,0,0,1,1
3,0,0,1,0,270000.0,0,0,1,0,52.35616438356164,8.35890410958904,14,1,1,1,1,1
4,0,0,1,0,270000.0,0,0,1,0,52.35616438356164,8.35890410958904,14,1,1,1,1,1
5,1,1,1,0,270000.0,0,1,0,0,46.22465753424658,2.106849315068493,0,2,0,1,0,0
6,1,1,1,0,270000.0,0,1,0,0,46.22465753424658,2.106849315068493,0,2,0,1,1,0
7,1,1,1,0,135000.0,0,0,0,0,48.7068493150685,3.271232876712329,8,2,0,0,1,1
8,1,1,1,0,135000.0,0,0,0,0,48.7068493150685,3.271232876712329,8,2,0,1,1,0
9,1,1,1,0,135000.0,0,0,0,0,48.7068493150685,3.271232876712329,8,2,0,1,1,0
10,1,1,1,0,135000.0,0,0,0,0,48.7068493150685,3.271232876712329,8,2,0,1,1,0
11,1,1,1,0,135000.0,0,0,0,0,48.7068493150685,3.271232876712329,8,2,0,1,1,0
12,1,1,1,0,135000.0,0,0,0,0,48.7068493150685,3.271232876712329,8,2,0,1,0,0
13,0,1,0,0,130500.0,0,1,0,0,29.23013698630137,3.0219178082191784,0,2,0,1,0,0
14,0,1,0,0,130500.0,0,1,0,0,29.23013698630137,3.0219178082191784,0,2,1,1,0,1
15,0,0,1,0,157500.0,0,0,0,0,27.482191780821925,4.024657534246575,8,2,1,1,1,1
16,0,0,1,0,157500.0,0,0,0,0,27.482191780821925,4.024657534246575,8,2,1,1,1,0
17,0,0,1,0,157500.0,0,0,0,0,27.482191780821925,4.024657534246575,8,2,1,1,1,1
18,1,1,1,3,270000.0,0,0,0,0,34.76438356164383,3.186301369863014,8,5,1,1,0,1
19,1,1,1,3,270000.0,0,0,0,0,34.76438356164383,3.186301369863014,8,5,1,1,0,1
20,1,0,1,1,405000.0,0,1,0,0,32.44383561643836,5.523287671232877,10,3,0,1,1,0
21,1,0,1,1,405000.0,0,1,0,0,32.44383561643836,5.523287671232877,10,3,1,1,0,0
22,1,0,1,1,405000.0,0,1,0,0,32.44383561643836,5.523287671232877,10,3,1,1,0,1
23,1,0,1,1,405000.0,0,1,0,0,32.44383561643836,5.523287671232877,10,3,0,1,1,0
24,1,0,1,1,405000.0,0,1,0,0,32.44383561643836,5.523287671232877,10,3,0,1,0,0
25,1,0,1,1,405000.0,0,1,0,0,32.44383561643836,5.523287671232877,10,3,1,1,0,1
26,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,1,1,0,0
27,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,0,1,0,0
28,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,1,1,0,0
29,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,1,1,1,1
30,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,0,1,0,0
31,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,0,1,0,0
32,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,0,1,0,0
33,1,1,1,0,112500.0,0,0,0,0,56.16986301369864,12.191780821917806,4,2,1,1,0,0
34,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,0,0
35,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,1,1,1,1
36,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,0,0
37,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,0,1,1
38,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,1,1,0,0
39,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,0,0
40,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,1,0
41,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,1,0
42,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,1,0
43,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,0,0
44,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,1,0
45,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,0,0
46,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,0,0
47,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,0,1,1,0
48,0,1,1,2,135000.0,0,0,0,0,43.18082191780822,8.693150684931506,8,4,1,0,0,1
49,0,0,1,1,211500.0,0,0,0,0,44.41643835616439,19.44931506849315,3,3,0,1,0,0
50,0,0,1,1,211500.0,0,0,0,0,44.41643835616439,19.44931506849315,3,3,0,1,0,0
51,1,1,1,0,360000.0,0,0,0,0,45.67123287671233,14.695890410958905,16,2,0,1,1,0
52,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,1
53,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,1
54,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,1
55,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,1
56,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,0
57,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,0,1,0,0
58,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,1
59,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,0
60,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,1
61,0,0,1,2,126000.0,0,1,0,0,34.0027397260274,4.857534246575343,10,4,1,1,0,1
62,0,0,1,0,247500.0,0,1,1,0,46.61917808219178,3.690410958904109,3,1,0,1,1,0
63,0,0,1,0,247500.0,0,1,1,0,46.61917808219178,3.690410958904109,3,1,0,1,1,0
64,0,0,1,0,247500.0,0,1,1,0,46.61917808219178,3.690410958904109,3,1,0,1,1,0
65,0,0,1,0,247500.0,0,1,1,0,46.61917808219178,3.690410958904109,3,1,0,1,1,0
66,0,0,1,0,297000.0,0,0,1,0,42.51780821917808,8.860273972602737,8,1,1,1,0,1
